year,n6,name,n5,n2,n,n3,n4
2020/6/17,BR,Brazil,AMRO,20647,888271,627,43959
2020/6/17,RU,Russian Federation,EURO,7843,553301,194,7478
2020/6/17,FR,France,EURO,460,155300,108,29481
2020/6/17,TR,Turkey,EURO,1467,181298,17,4842
2020/6/17,GB,The United Kingdom,EURO,1044,272528,120,39515
2020/6/17,AR,Argentina,AMRO,1208,32785,20,862
2020/6/17,CO,Colombia,AMRO,2124,53063,59,1726
2020/6/17,IT,Italy,EURO,210,237500,34,34405
2020/6/18,IN,India,SEARO,12881,366946,334,12237
2020/6/18,US,United States of America,AMRO,29741,2135663,749,117931
2020/6/18,BR,Brazil,AMRO,34918,923189,1282,45241
2020/6/18,RU,Russian Federation,EURO,7790,561091,182,7660
2020/6/18,FR,France,EURO,552,155852,28,29509
2020/6/18,TR,Turkey,EURO,1429,182727,19,4861
2020/6/18,GB,The United Kingdom,EURO,1103,273631,110,39625
2020/6/18,AR,Argentina,AMRO,1374,34159,24,886
2020/6/18,CO,Colombia,AMRO,1868,54931,75,1801
2020/6/18,IT,Italy,EURO,328,237828,43,34448
2020/6/19,IN,India,SEARO,13586,380532,336,12573
2020/6/19,US,United States of America,AMRO,24393,2160056,719,118650
2020/6/19,BR,Brazil,AMRO,32188,955377,1269,46510
2020/6/19,RU,Russian Federation,EURO,7972,569063,181,7841
2020/6/19,FR,France,EURO,85,155937,28,29537
2020/6/19,TR,Turkey,EURO,1304,184031,21,4882
2020/6/19,GB,The United Kingdom,EURO,1012,274643,67,39692
2020/6/19,AR,Argentina,AMRO,1393,35552,43,929
2020/6/19,CO,Colombia,AMRO,2115,57046,63,1864
2020/6/19,IT,Italy,EURO,331,238159,66,34514
2020/6/20,IN,India,SEARO,14516,395048,375,12948
2020/6/20,US,United States of America,AMRO,28912,2188968,719,119369
2020/6/20,BR,Brazil,AMRO,22765,978142,1238,47748
2020/6/20,RU,Russian Federation,EURO,7889,576952,161,8002
2020/6/20,FR,France,EURO,113,156050,14,29551
2020/6/20,TR,Turkey,EURO,1214,185245,23,4905
2020/6/20,GB,The United Kingdom,EURO,1028,275671,84,39776
2020/6/20,AR,Argentina,AMRO,1958,37510,25,954
2020/6/20,CO,Colombia,AMRO,3171,60217,86,1950
2020/6/20,IT,Italy,EURO,-148,238011,47,34561
2020/6/21,IN,India,SEARO,15413,410461,306,13254
2020/6/21,US,United States of America,AMRO,32879,2221847,707,120076
2020/6/21,BR,Brazil,AMRO,54771,1032913,1206,48954
2020/6/21,RU,Russian Federation,EURO,7728,584680,109,8111
2020/6/21,FR,France,EURO,155,156205,14,29565
2020/6/21,TR,Turkey,EURO,1248,186493,22,4927
2020/6/21,GB,The United Kingdom,EURO,995,276666,71,39847
2020/6/21,AR,Argentina,AMRO,2060,39570,25,979
2020/6/21,CO,Colombia,AMRO,3059,63276,95,2045
2020/6/21,IT,Italy,EURO,264,238275,49,34610
2020/6/22,IN,India,SEARO,14821,425282,445,13699
2020/6/22,US,United States of America,AMRO,32891,2254738,595,120671
2020/6/22,BR,Brazil,AMRO,34666,1067579,1022,49976
2020/6/22,RU,Russian Federation,EURO,7600,592280,95,8206
2020/6/22,FR,France,EURO,381,156586,6,29571
2020/6/22,TR,Turkey,EURO,1192,187685,23,4950
2020/6/22,GB,The United Kingdom,EURO,687,277353,31,39878
2020/6/22,AR,Argentina,AMRO,1634,41204,13,992
2020/6/22,CO,Colombia,AMRO,2357,65633,81,2126
2020/6/22,IT,Italy,EURO,224,238499,24,34634
2020/6/23,IN,India,SEARO,14933,440215,312,14011
2020/6/23,US,United States of America,AMRO,27874,2282612,366,121037
2020/6/23,BR,Brazil,AMRO,17459,1085038,641,50617
2020/6/23,RU,Russian Federation,EURO,7425,599705,153,8359
2020/6/23,FR,France,EURO,624,157210,20,29591
2020/6/23,TR,Turkey,EURO,1212,188897,24,4974
2020/6/23,GB,The United Kingdom,EURO,637,277990,14,39892
2020/6/23,AR,Argentina,AMRO,1581,42785,24,1016
2020/6/23,CO,Colombia,AMRO,3019,68652,111,2237
2020/6/23,IT,Italy,EURO,221,238720,23,34657
2020/6/24,IN,India,SEARO,15968,456183,465,14476
2020/6/24,US,United States of America,AMRO,26719,2309331,439,121476
2020/6/24,BR,Brazil,AMRO,21432,1106470,654,51271
2020/6/24,RU,Russian Federation,EURO,7176,606881,154,8513
2020/6/24,FR,France,EURO,357,157567,57,29648
2020/6/24,TR,Turkey,EURO,1268,190165,27,5001
2020/6/24,GB,The United Kingdom,EURO,896,278886,94,39986
2020/6/24,AR,Argentina,AMRO,2146,44931,33,1049
2020/6/24,CO,Colombia,AMRO,2531,71183,73,2310
2020/6/24,IT,Italy,EURO,113,238833,18,34675
2020/6/25,IN,India,SEARO,16922,473105,418,14894
2020/6/25,US,United States of America,AMRO,35074,2344405,824,122300
2020/6/25,BR,Brazil,AMRO,39436,1145906,1374,52645
2020/6/25,RU,Russian Federation,EURO,7113,613994,92,8605
2020/6/25,FR,France,EURO,329,157896,7,29655
2020/6/25,TR,Turkey,EURO,1492,191657,24,5025
2020/6/25,GB,The United Kingdom,EURO,887,279773,87,40073
2020/6/25,AR,Argentina,AMRO,2285,47216,36,1085
2020/6/25,CO,Colombia,AMRO,2389,73572,94,2404
2020/6/25,IT,Italy,EURO,577,239410,-31,34644
2020/6/26,IN,India,SEARO,17296,490401,407,15301
2020/6/26,US,United States of America,AMRO,39364,2383769,704,123004
2020/6/26,BR,Brazil,AMRO,42725,1188631,1185,53830
2020/6/26,RU,Russian Federation,EURO,6800,620794,176,8781
2020/6/26,FR,France,EURO,83,157979,20,29675
2020/6/26,TR,Turkey,EURO,1458,193115,21,5046
2020/6/26,GB,The United Kingdom,EURO,778,280551,99,40172
2020/6/26,AR,Argentina,AMRO,2635,49851,39,1124
2020/6/26,CO,Colombia,AMRO,3541,77113,87,2491
2020/6/26,IT,Italy,EURO,296,239706,34,34678
2020/6/27,IN,India,SEARO,18552,508953,384,15685
2020/6/27,US,United States of America,AMRO,39824,2423593,2553,125557
2020/6/27,BR,Brazil,AMRO,39483,1228114,1141,54971
2020/6/27,RU,Russian Federation,EURO,6852,627646,188,8969
2020/6/27,FR,France,EURO,214,158193,25,29700
2020/6/27,TR,Turkey,EURO,1396,194511,19,5065
2020/6/27,GB,The United Kingdom,EURO,719,281270,77,40249
2020/6/27,AR,Argentina,AMRO,2606,52457,43,1167
2020/6/27,CO,Colombia,AMRO,3486,80599,163,2654
2020/6/27,IT,Italy,EURO,255,239961,30,34708
2020/6/28,IN,India,SEARO,19906,528859,410,16095
2020/6/28,US,United States of America,AMRO,45239,2468832,656,126213
2020/6/28,BR,Brazil,AMRO,46860,1274974,990,55961
2020/6/28,RU,Russian Federation,EURO,6791,634437,104,9073
2020/6/28,FR,France,EURO,197,158390,0,29700
2020/6/28,TR,Turkey,EURO,1372,195883,17,5082
2020/6/28,GB,The United Kingdom,EURO,671,281941,40,40289
2020/6/28,AR,Argentina,AMRO,2886,55343,25,1192
2020/6/28,CO,Colombia,AMRO,3843,84442,157,2811
2020/6/28,IT,Italy,EURO,175,240136,8,34716
2020/6/29,IN,India,SEARO,19459,548318,380,16475
2020/6/29,US,United States of America,AMRO,44729,2513561,559,126772
2020/6/29,BR,Brazil,AMRO,38693,1313667,1109,57070
2020/6/29,RU,Russian Federation,EURO,6719,641156,93,9166
2020/6/29,FR,France,EURO,729,159119,0,29700
2020/6/29,TR,Turkey,EURO,1356,197239,15,5097
2020/6/29,GB,The United Kingdom,EURO,652,282593,31,40320
2020/6/29,AR,Argentina,AMRO,2401,57744,25,1217
2020/6/29,CO,Colombia,AMRO,4149,88591,128,2939
2020/6/29,IT,Italy,EURO,174,240310,22,34738
2020/6/30,IN,India,SEARO,18522,566840,418,16893
2020/6/30,US,United States of America,AMRO,40282,2553843,964,127736
2020/6/30,BR,Brazil,AMRO,30476,1344143,552,57622
2020/6/30,RU,Russian Federation,EURO,6693,647849,154,9320
2020/6/30,FR,France,EURO,255,159374,30,29730
2020/6/30,TR,Turkey,EURO,1374,198613,18,5115
2020/6/30,GB,The United Kingdom,EURO,446,283039,21,40341
2020/6/30,AR,Argentina,AMRO,2189,59933,28,1245
2020/6/30,CO,Colombia,AMRO,3178,91769,167,3106
2020/6/30,IT,Italy,EURO,126,240436,6,34744
2020/7/1,IN,India,SEARO,18653,585493,507,17400
2020/7/1,US,United States of America,AMRO,37174,2591017,446,128182
2020/7/1,BR,Brazil,AMRO,24052,1368195,692,58314
2020/7/1,RU,Russian Federation,EURO,6556,654405,216,9536
2020/7/1,FR,France,EURO,357,159731,30,29760
2020/7/1,TR,Turkey,EURO,1293,199906,16,5131
2020/7/1,GB,The United Kingdom,EURO,729,283768,53,40394
2020/7/1,AR,Argentina,AMRO,2335,62268,38,1283
2020/7/1,CO,Colombia,AMRO,3274,95043,117,3223
2020/7/1,IT,Italy,EURO,142,240578,23,34767
2020/7/2,IN,India,SEARO,19148,604641,434,17834
2020/7/2,US,United States of America,AMRO,45607,2636624,710,128892
2020/7/2,BR,Brazil,AMRO,33846,1402041,1280,59594
2020/7/2,RU,Russian Federation,EURO,6760,661165,147,9683
2020/7/2,FR,France,EURO,442,160173,17,29777
2020/7/2,TR,Turkey,EURO,1192,201098,19,5150
2020/7/2,GB,The United Kingdom,EURO,618,284386,97,40491
2020/7/2,AR,Argentina,AMRO,2262,64530,27,1310
2020/7/2,CO,Colombia,AMRO,2803,97846,111,3334
2020/7/2,IT,Italy,EURO,182,240760,21,34788
2020/7/3,IN,India,SEARO,20903,625544,379,18213
2020/7/3,US,United States of America,AMRO,55938,2692562,760,129652
2020/7/3,BR,Brazil,AMRO,46712,1448753,1038,60632
2020/7/3,RU,Russian Federation,EURO,6718,667883,176,9859
2020/7/3,FR,France,EURO,173,160346,14,29791
2020/7/3,TR,Turkey,EURO,1186,202284,17,5167
2020/7/3,GB,The United Kingdom,EURO,660,285046,41,40532
2020/7/3,AR,Argentina,AMRO,2667,67197,53,1363
2020/7/3,CO,Colombia,AMRO,4163,102009,136,3470
2020/7/3,IT,Italy,EURO,201,240961,30,34818
2020/7/4,IN,India,SEARO,22771,648315,442,18655
2020/7/4,US,United States of America,AMRO,55490,2748052,699,130351
2020/7/4,BR,Brazil,AMRO,48105,1496858,1252,61884
2020/7/4,RU,Russian Federation,EURO,6632,674515,168,10027
2020/7/4,FR,France,EURO,103,160449,17,29808
2020/7/4,TR,Turkey,EURO,1172,203456,19,5186
2020/7/4,GB,The United Kingdom,EURO,607,285653,49,40581
2020/7/4,AR,Argentina,AMRO,2744,69941,40,1403
2020/7/4,CO,Colombia,AMRO,4101,106110,171,3641
2020/7/4,IT,Italy,EURO,223,241184,15,34833
2020/7/5,IN,India,SEARO,24850,673165,613,19268
2020/7/5,US,United States of America,AMRO,56340,2804392,773,131124
2020/7/5,BR,Brazil,AMRO,42223,1539081,1290,63174
2020/7/5,RU,Russian Federation,EURO,6736,681251,134,10161
2020/7/5,FR,France,EURO,171,160620,0,29808
2020/7/5,TR,Turkey,EURO,1154,204610,20,5206
2020/7/5,GB,The United Kingdom,EURO,574,286227,32,40613
2020/7/5,AR,Argentina,AMRO,2845,72786,50,1453
2020/7/5,CO,Colombia,AMRO,3395,109505,136,3777
2020/7/5,IT,Italy,EURO,235,241419,21,34854
2020/7/6,IN,India,SEARO,24248,697413,425,19693
2020/7/6,US,United States of America,AMRO,50876,2855268,434,131558
2020/7/6,BR,Brazil,AMRO,37923,1577004,1091,64265
2020/7/6,RU,Russian Federation,EURO,6611,687862,135,10296
2020/7/6,FR,France,EURO,561,161181,0,29808
2020/7/6,TR,Turkey,EURO,1148,205758,19,5225
2020/7/6,GB,The United Kingdom,EURO,401,286628,19,40632
2020/7/6,AR,Argentina,AMRO,2590,75376,37,1490
2020/7/6,CO,Colombia,AMRO,3884,113389,165,3942
2020/7/6,IT,Italy,EURO,192,241611,7,34861
2020/7/7,IN,India,SEARO,22252,719665,467,20160
2020/7/7,US,United States of America,AMRO,42980,2898248,381,131939
2020/7/7,BR,Brazil,AMRO,26051,1603055,602,64867
2020/7/7,RU,Russian Federation,EURO,6368,694230,198,10494
2020/7/7,FR,France,EURO,549,161730,23,29831
2020/7/7,TR,Turkey,EURO,1086,206844,16,5241
2020/7/7,GB,The United Kingdom,EURO,556,287184,11,40643
2020/7/7,AR,Argentina,AMRO,2439,77815,33,1523
2020/7/7,CO,Colombia,AMRO,3721,117110,122,4064
2020/7/7,IT,Italy,EURO,208,241819,8,34869
2020/7/8,IN,India,SEARO,22752,742417,482,20642
2020/7/8,US,United States of America,AMRO,51356,2949604,528,132467
2020/7/8,BR,Brazil,AMRO,20229,1623284,620,65487
2020/7/8,RU,Russian Federation,EURO,6562,700792,173,10667
2020/7/8,FR,France,EURO,574,162304,11,29842
2020/7/8,TR,Turkey,EURO,1053,207897,19,5260
2020/7/8,GB,The United Kingdom,EURO,706,287890,54,40697
2020/7/8,AR,Argentina,AMRO,2632,80447,79,1602
2020/7/8,CO,Colombia,AMRO,3171,120281,146,4210
2020/7/8,IT,Italy,EURO,137,241956,30,34899
2020/7/9,IN,India,SEARO,24879,767296,487,21129
2020/7/9,US,United States of America,AMRO,53167,3002771,1018,133485
2020/7/9,BR,Brazil,AMRO,45305,1668589,1254,66741
2020/7/9,RU,Russian Federation,EURO,6509,707301,176,10843
2020/7/9,FR,France,EURO,563,162867,31,29873
2020/7/9,TR,Turkey,EURO,1041,208938,22,5282
2020/7/9,GB,The United Kingdom,EURO,605,288495,57,40754
2020/7/9,AR,Argentina,AMRO,2979,83426,52,1654
2020/7/9,CO,Colombia,AMRO,4213,124494,149,4359
2020/7/9,IT,Italy,EURO,193,242149,15,34914
2020/7/10,IN,India,SEARO,26506,793802,475,21604
2020/7/10,US,United States of America,AMRO,66610,3069381,1058,134543
2020/7/10,BR,Brazil,AMRO,44571,1713160,1223,67964
2020/7/10,RU,Russian Federation,EURO,6635,713936,174,11017
2020/7/10,FR,France,EURO,240,163107,13,29886
2020/7/10,TR,Turkey,EURO,1024,209962,18,5300
2020/7/10,GB,The United Kingdom,EURO,702,289197,31,40785
2020/7/10,AR,Argentina,AMRO,3604,87030,53,1707
2020/7/10,CO,Colombia,AMRO,4144,128638,168,4527
2020/7/10,IT,Italy,EURO,214,242363,12,34926
2020/7/11,IN,India,SEARO,27114,820916,519,22123
2020/7/11,US,United States of America,AMRO,60075,3129456,878,135421
2020/7/11,BR,Brazil,AMRO,42619,1755779,1220,69184
2020/7/11,RU,Russian Federation,EURO,6611,720547,188,11205
2020/7/11,FR,France,EURO,117,163224,24,29910
2020/7/11,TR,Turkey,EURO,1003,210965,23,5323
2020/7/11,GB,The United Kingdom,EURO,718,289915,34,40819
2020/7/11,AR,Argentina,AMRO,3663,90693,42,1749
2020/7/11,CO,Colombia,AMRO,5335,133973,187,4714
2020/7/11,IT,Italy,EURO,276,242639,12,34938
2020/7/12,IN,India,SEARO,28637,849553,551,22674
2020/7/12,US,United States of America,AMRO,69090,3198546,903,136324
2020/7/12,BR,Brazil,AMRO,45048,1800827,1214,70398
2020/7/12,RU,Russian Federation,EURO,6615,727162,130,11335
2020/7/12,FR,France,EURO,457,163681,0,29910
2020/7/12,TR,Turkey,EURO,1016,211981,21,5344
2020/7/12,GB,The United Kingdom,EURO,564,290479,17,40836
2020/7/12,AR,Argentina,AMRO,3367,94060,38,1787
2020/7/12,CO,Colombia,AMRO,6803,140776,211,4925
2020/7/12,IT,Italy,EURO,188,242827,7,34945
2020/7/13,IN,India,SEARO,28701,878254,500,23174
2020/7/13,US,United States of America,AMRO,61027,3259573,839,137163
2020/7/13,BR,Brazil,AMRO,39023,1839850,1071,71469
2020/7/13,RU,Russian Federation,EURO,6537,733699,104,11439
2020/7/13,FR,France,EURO,168,163849,0,29910
2020/7/13,TR,Turkey,EURO,1012,212993,19,5363
2020/7/13,GB,The United Kingdom,EURO,447,290926,9,40845
2020/7/13,AR,Argentina,AMRO,3449,97509,31,1818
2020/7/13,CO,Colombia,AMRO,4586,145362,194,5119
2020/7/13,IT,Italy,EURO,234,243061,9,34954
2020/7/14,IN,India,SEARO,28498,906752,553,23727
2020/7/14,US,United States of America,AMRO,60071,3319644,691,137854
2020/7/14,BR,Brazil,AMRO,24831,1864681,631,72100
2020/7/14,RU,Russian Federation,EURO,6248,739947,175,11614
2020/7/14,FR,France,EURO,621,164470,18,29928
2020/7/14,TR,Turkey,EURO,1008,214001,19,5382
2020/7/14,GB,The United Kingdom,EURO,370,291296,10,40855
2020/7/14,AR,Argentina,AMRO,2657,100166,41,1859
2020/7/14,CO,Colombia,AMRO,5083,150445,188,5307
2020/7/14,IT,Italy,EURO,169,243230,13,34967
2020/7/15,IN,India,SEARO,29429,936181,582,24309
2020/7/15,US,United States of America,AMRO,60648,3380292,604,138458
2020/7/15,BR,Brazil,AMRO,20286,1884967,733,72833
2020/7/15,RU,Russian Federation,EURO,6422,746369,156,11770
2020/7/15,FR,France,EURO,917,165387,0,29928
2020/7/15,TR,Turkey,EURO,992,214993,20,5402
2020/7/15,GB,The United Kingdom,EURO,736,292032,44,40899
2020/7/15,AR,Argentina,AMRO,3099,103265,67,1926
2020/7/15,CO,Colombia,AMRO,3832,154277,148,5455
2020/7/15,IT,Italy,EURO,114,243344,17,34984
2020/7/16,IN,India,SEARO,32695,968876,606,24915
2020/7/16,US,United States of America,AMRO,60242,3440534,993,139451
2020/7/16,BR,Brazil,AMRO,41857,1926824,1300,74133
2020/7/16,RU,Russian Federation,EURO,6428,752797,167,11937
2020/7/16,FR,France,EURO,867,166254,87,30015
2020/7/16,TR,Turkey,EURO,947,215940,17,5419
2020/7/16,GB,The United Kingdom,EURO,690,292722,26,40925
2020/7/16,AR,Argentina,AMRO,3645,106910,61,1987
2020/7/16,CO,Colombia,AMRO,5621,159898,170,5625
2020/7/16,IT,Italy,EURO,162,243506,13,34997
2020/7/17,IN,India,SEARO,34956,1003832,687,25602
2020/7/17,US,United States of America,AMRO,70732,3511266,1088,140539
2020/7/17,BR,Brazil,AMRO,39924,1966748,1233,75366
2020/7/17,RU,Russian Federation,EURO,6406,759203,186,12123
2020/7/17,FR,France,EURO,304,166558,17,30032
2020/7/17,TR,Turkey,EURO,933,216873,21,5440
2020/7/17,GB,The United Kingdom,EURO,774,293496,24,40949
2020/7/17,AR,Argentina,AMRO,4250,111160,85,2072
2020/7/17,CO,Colombia,AMRO,5271,165169,189,5814
2020/7/17,IT,Italy,EURO,230,243736,20,35017
2020/7/18,IN,India,SEARO,34884,1038716,671,26273
2020/7/18,US,United States of America,AMRO,72641,3583907,1041,141580
2020/7/18,BR,Brazil,AMRO,45403,2012151,1322,76688
2020/7/18,RU,Russian Federation,EURO,6234,765437,124,12247
2020/7/18,FR,France,EURO,53,166611,14,30046
2020/7/18,TR,Turkey,EURO,926,217799,18,5458
2020/7/18,GB,The United Kingdom,EURO,706,294202,26,40975
2020/7/18,AR,Argentina,AMRO,3623,114783,61,2133
2020/7/18,CO,Colombia,AMRO,8037,173206,215,6029
2020/7/18,IT,Italy,EURO,231,243967,11,35028
2020/7/19,IN,India,SEARO,38902,1077618,543,26816
2020/7/19,US,United States of America,AMRO,76170,3660077,1007,142587
2020/7/19,BR,Brazil,AMRO,34177,2046328,1163,77851
2020/7/19,RU,Russian Federation,EURO,6109,771546,95,12342
2020/7/19,FR,France,EURO,887,167498,0,30046
2020/7/19,TR,Turkey,EURO,918,218717,17,5475
2020/7/19,GB,The United Kingdom,EURO,581,294783,9,40984
2020/7/19,AR,Argentina,AMRO,4518,119301,71,2204
2020/7/19,CO,Colombia,AMRO,8934,182140,259,6288
2020/7/19,IT,Italy,EURO,249,244216,14,35042
2020/7/20,IN,India,SEARO,40425,1118043,681,27497
2020/7/20,US,United States of America,AMRO,64007,3724084,943,143530
2020/7/20,BR,Brazil,AMRO,28532,2074860,921,78772
2020/7/20,RU,Russian Federation,EURO,5940,777486,85,12427
2020/7/20,FR,France,EURO,1096,168594,0,30046
2020/7/20,TR,Turkey,EURO,924,219641,16,5491
2020/7/20,GB,The United Kingdom,EURO,498,295281,11,40995
2020/7/20,AR,Argentina,AMRO,3223,122524,42,2246
2020/7/20,CO,Colombia,AMRO,8560,190700,228,6516
2020/7/20,IT,Italy,EURO,218,244434,3,35045
2020/7/21,IN,India,SEARO,37148,1155191,587,28084
2020/7/21,US,United States of America,AMRO,61095,3785179,764,144294
2020/7/21,BR,Brazil,AMRO,23529,2098389,716,79488
2020/7/21,RU,Russian Federation,EURO,5842,783328,153,12580
2020/7/21,FR,France,EURO,1054,169648,8,30054
2020/7/21,TR,Turkey,EURO,931,220572,17,5508
2020/7/21,GB,The United Kingdom,EURO,443,295724,10,41005
2020/7/21,AR,Argentina,AMRO,4231,126755,35,2281
2020/7/21,CO,Colombia,AMRO,6578,197278,220,6736
2020/7/21,IT,Italy,EURO,190,244624,13,35058
2020/7/22,IN,India,SEARO,37724,1192915,648,28732
2020/7/22,US,United States of America,AMRO,58837,3844016,746,145040
2020/7/22,BR,Brazil,AMRO,20257,2118646,632,80120
2020/7/22,RU,Russian Federation,EURO,5862,789190,165,12745
2020/7/22,FR,France,EURO,1022,170670,0,30054
2020/7/22,TR,Turkey,EURO,928,221500,18,5526
2020/7/22,GB,The United Kingdom,EURO,813,296537,25,41030
2020/7/22,AR,Argentina,AMRO,4019,130774,145,2426
2020/7/22,CO,Colombia,AMRO,6727,204005,193,6929
2020/7/22,IT,Italy,EURO,128,244752,15,35073
2020/7/23,IN,India,SEARO,45720,1238635,1129,29861
2020/7/23,US,United States of America,AMRO,64223,3908239,1185,146225
2020/7/23,BR,Brazil,AMRO,41008,2159654,1367,81487
2020/7/23,RU,Russian Federation,EURO,5848,795038,147,12892
2020/7/23,FR,France,EURO,1225,171895,6,30060
2020/7/23,TR,Turkey,EURO,902,222402,19,5545
2020/7/23,GB,The United Kingdom,EURO,782,297319,17,41047
2020/7/23,AR,Argentina,AMRO,5344,136118,80,2506
2020/7/23,CO,Colombia,AMRO,7033,211038,237,7166
2020/7/23,IT,Italy,EURO,280,245032,9,35082
2020/7/24,IN,India,SEARO,49310,1287945,740,30601
2020/7/24,US,United States of America,AMRO,70150,3978389,1133,147358
2020/7/24,BR,Brazil,AMRO,67860,2227514,1284,82771
2020/7/24,RU,Russian Federation,EURO,5811,800849,154,13046
2020/7/24,FR,France,EURO,400,172295,9,30069
2020/7/24,TR,Turkey,EURO,913,223315,18,5563
2020/7/24,GB,The United Kingdom,EURO,797,298116,9,41056
2020/7/24,AR,Argentina,AMRO,5782,141900,111,2617
2020/7/24,CO,Colombia,AMRO,7390,218428,207,7373
2020/7/24,IT,Italy,EURO,306,245338,10,35092
2020/7/25,IN,India,SEARO,48916,1336861,757,31358
2020/7/25,US,United States of America,AMRO,70791,4049180,1232,148590
2020/7/25,BR,Brazil,AMRO,59961,2287475,1311,84082
2020/7/25,RU,Russian Federation,EURO,5871,806720,146,13192
2020/7/25,FR,France,EURO,65,172360,9,30078
2020/7/25,TR,Turkey,EURO,937,224252,17,5580
2020/7/25,GB,The United Kingdom,EURO,798,298914,32,41088
2020/7/25,AR,Argentina,AMRO,6127,148027,105,2722
2020/7/25,CO,Colombia,AMRO,7945,226373,315,7688
2020/7/25,IT,Italy,EURO,252,245590,5,35097
2020/7/26,IN,India,SEARO,48661,1385522,705,32063
2020/7/26,US,United States of America,AMRO,72859,4122039,1203,149793
2020/7/26,BR,Brazil,AMRO,55891,2343366,1156,85238
2020/7/26,RU,Russian Federation,EURO,5765,812485,77,13269
2020/7/26,FR,France,EURO,1341,173701,0,30078
2020/7/26,TR,Turkey,EURO,921,225173,16,5596
2020/7/26,GB,The United Kingdom,EURO,774,299688,15,41103
2020/7/26,AR,Argentina,AMRO,5493,153520,125,2847
2020/7/26,CO,Colombia,AMRO,7168,233541,287,7975
2020/7/26,IT,Italy,EURO,274,245864,5,35102
2020/7/27,IN,India,SEARO,49931,1435453,708,32771
2020/7/27,US,United States of America,AMRO,61341,4183380,1044,150837
2020/7/27,BR,Brazil,AMRO,51147,2394513,1211,86449
2020/7/27,RU,Russian Federation,EURO,5635,818120,85,13354
2020/7/27,FR,France,EURO,1366,175067,0,30078
2020/7/27,TR,Turkey,EURO,927,226100,17,5613
2020/7/27,GB,The United Kingdom,EURO,523,300211,8,41111
2020/7/27,AR,Argentina,AMRO,4801,158321,66,2913
2020/7/27,CO,Colombia,AMRO,7254,240795,294,8269
2020/7/27,IT,Italy,EURO,254,246118,5,35107
2020/7/28,IN,India,SEARO,47703,1483156,654,33425
2020/7/28,US,United States of America,AMRO,58028,4241408,712,151549
2020/7/28,BR,Brazil,AMRO,24578,2419091,555,87004
2020/7/28,RU,Russian Federation,EURO,5395,823515,150,13504
2020/7/28,FR,France,EURO,1269,176336,15,30093
2020/7/28,TR,Turkey,EURO,919,227019,17,5630
2020/7/28,GB,The United Kingdom,EURO,558,300769,3,41114
2020/7/28,AR,Argentina,AMRO,4205,162526,43,2956
2020/7/28,CO,Colombia,AMRO,8181,248976,256,8525
2020/7/28,IT,Italy,EURO,168,246286,5,35112
2020/7/29,IN,India,SEARO,48513,1531669,768,34193
2020/7/29,US,United States of America,AMRO,53900,4295308,786,152335
2020/7/29,BR,Brazil,AMRO,23284,2442375,614,87618
2020/7/29,RU,Russian Federation,EURO,5475,828990,169,13673
2020/7/29,FR,France,EURO,1496,177832,12,30105
2020/7/29,TR,Turkey,EURO,7693,234712,15,5645
2020/7/29,GB,The United Kingdom,EURO,855,301624,21,41135
2020/7/29,AR,Argentina,AMRO,4890,167416,126,3082
2020/7/29,CO,Colombia,AMRO,8125,257101,252,8777
2020/7/29,IT,Italy,EURO,202,246488,11,35123
2020/7/30,IN,India,SEARO,52123,1583792,775,34968
2020/7/30,US,United States of America,AMRO,58936,4354244,1259,153594
2020/7/30,BR,Brazil,AMRO,40816,2483191,921,88539
2020/7/30,RU,Russian Federation,EURO,5509,834499,129,13802
2020/7/30,FR,France,EURO,1506,179338,15,30120
2020/7/30,TR,Turkey,EURO,7672,242384,14,5659
2020/7/30,GB,The United Kingdom,EURO,841,302465,34,41169
2020/7/30,AR,Argentina,AMRO,5939,173355,118,3200
2020/7/30,CO,Colombia,AMRO,10284,267385,297,9074
2020/7/30,IT,Italy,EURO,288,246776,6,35129
2020/7/31,IN,India,SEARO,55078,1638870,779,35747
2020/7/31,US,United States of America,AMRO,63689,4417933,1277,154871
2020/7/31,BR,Brazil,AMRO,69074,2552265,1595,90134
2020/7/31,RU,Russian Federation,EURO,5482,839981,161,13963
2020/7/31,FR,France,EURO,656,179994,16,30136
2020/7/31,TR,Turkey,EURO,7697,250081,15,5674
2020/7/31,GB,The United Kingdom,EURO,1038,303503,0,41169
2020/7/31,AR,Argentina,AMRO,5641,178996,111,3311
2020/7/31,CO,Colombia,AMRO,8670,276055,380,9454
2020/7/31,IT,Italy,EURO,382,247158,3,35132
2020/8/1,IN,India,SEARO,57118,1695988,764,36511
2020/8/1,US,United States of America,AMRO,67033,4484966,1413,156284
2020/8/1,BR,Brazil,AMRO,57837,2610102,1129,91263
2020/8/1,RU,Russian Federation,EURO,5462,845443,95,14058
2020/8/1,FR,France,EURO,176,180170,11,30147
2020/8/1,TR,Turkey,EURO,7712,257793,17,5691
2020/8/1,GB,The United Kingdom,EURO,925,304428,20,41189
2020/8/1,AR,Argentina,AMRO,6377,185373,155,3466
2020/8/1,CO,Colombia,AMRO,9965,286020,356,9810
2020/8/1,IT,Italy,EURO,379,247537,9,35141
2020/8/2,IN,India,SEARO,54735,1750723,853,37364
2020/8/2,US,United States of America,AMRO,65085,4550051,1298,157582
2020/8/2,BR,Brazil,AMRO,52383,2662485,1212,92475
2020/8/2,RU,Russian Federation,EURO,5427,850870,70,14128
